UID,V1,V2,COMMENTS
SDOI,leicht verdumpftes a [ɑ̹],,
SDYX,leicht verdumpftes a [ɑ̹],,
SDYY,leicht verdumpftes a [ɑ̹],,
SFID,leicht verdumpftes a [ɑ̹],,
SFSY,leicht verdumpftes a [ɑ̹],,
SHDQ,stark verdumpftes a [ɒ],,
SHOU,leicht verdumpftes a [ɑ̹],,
SIBL,sehr helles a [a],,
SION,stark verdumpftes a [ɒ],,
SJVF,stark verdumpftes a [ɒ],,
SKNK,sehr helles a [a],,
SLLT,stark verdumpftes a [ɒ],,
SNDV,stark verdumpftes a [ɒ],,
SOKG,stark verdumpftes a [ɒ],,
SOZJ,sehr helles a [a],,
SPBA,neutrales a [ɑ],,
SPCF,sehr helles a [a],,
SPYB,neutrales a [ɑ],,
SQAT,neutrales a [ɑ],,
SRJK,sehr helles a [a],,
SSQE,sehr helles a [a],,
SSZQ,sehr helles a [a],,
STGG,stark verdumpftes a [ɒ],,
STIG,stark verdumpftes a [ɒ],,
STWW,stark verdumpftes a [ɒ],,
SUKO,leicht verdumpftes a [ɑ̹],,
SUPE,neutrales a [ɑ],,
SWXV,neutrales a [ɑ],,
SXAH,sehr helles a [a],,
SXHP,stark verdumpftes a [ɒ],,
SXMH,leicht verdumpftes a [ɑ̹],,
SXOS,sehr helles a [a],,
SYIN,leicht verdumpftes a [ɑ̹],,
SYWQ,neutrales a [ɑ],,
SYZH,leicht verdumpftes a [ɑ̹],,
SZYP,neutrales a [ɑ],,
TASM,neutrales a [ɑ],,
TBJW,sehr helles a [a],,
TCBP,stark verdumpftes a [ɒ],,
TFBR,neutrales a [ɑ],,
TFRP,stark verdumpftes a [ɒ],,
TFUD,neutrales a [ɑ],,
TGFZ,neutrales a [ɑ],,
THZB,leicht verdumpftes a [ɑ̹],,
TIBD,leicht verdumpftes a [ɑ̹],,
TIBR,leicht verdumpftes a [ɑ̹],,
TIDA,neutrales a [ɑ],,
TIEX,sehr helles a [a],,
TIKO,sehr helles a [a],,
TIVM,sehr helles a [a],,
TIXC,leicht verdumpftes a [ɑ̹],,
TKJD,leicht verdumpftes a [ɑ̹],,
TMAV,neutrales a [ɑ],,
TMQT,sehr helles a [a],,
TMYB,leicht verdumpftes a [ɑ̹],,
TNUQ,leicht verdumpftes a [ɑ̹],,
TPJS,neutrales a [ɑ],,
TPQP,sehr helles a [a],,
TPTK,leicht verdumpftes a [ɑ̹],,
TPVA,neutrales a [ɑ],,
TQKV,neutrales a [ɑ],,
TRDS,sehr helles a [a],,
TRYJ,sehr helles a [a],,
TSAA,leicht verdumpftes a [ɑ̹],,
TSPB,neutrales a [ɑ],,
TTFI,neutrales a [ɑ],,
TTIS,stark verdumpftes a [ɒ],,
TTOF,sehr helles a [a],,
TUEM,leicht verdumpftes a [ɑ̹],,
TUNJ,sehr helles a [a],,
TUSD,leicht verdumpftes a [ɑ̹],,
TUZA,stark verdumpftes a [ɒ],,
TVAU,leicht verdumpftes a [ɑ̹],,
TVET,NA,,Speiche
TVKA,sehr helles a [a],,
TVYF,leicht verdumpftes a [ɑ̹],,
TVZQ,leicht verdumpftes a [ɑ̹],,
TWDN,neutrales a [ɑ],,
TWOR,neutrales a [ɑ],,
TYCF,neutrales a [ɑ],,
TYEY,stark verdumpftes a [ɒ],,
UAFK,stark verdumpftes a [ɒ],,
UBKB,leicht verdumpftes a [ɑ̹],,
UCAX,stark verdumpftes a [ɒ],,
UDTD,neutrales a [ɑ],,
UDXP,stark verdumpftes a [ɒ],,
UFAM,stark verdumpftes a [ɒ],,
UFDY,sehr helles a [a],,
UGBP,sehr helles a [a],,
UGGO,sehr helles a [a],,
UGYQ,neutrales a [ɑ],,
UHTS,neutrales a [ɑ],,
UICW,sehr helles a [a],,
UIHT,leicht verdumpftes a [ɑ̹],,
UKEJ,neutrales a [ɑ],,
ULLP,sehr helles a [a],,
UMFL,leicht verdumpftes a [ɑ̹],,
UNOI,leicht verdumpftes a [ɑ̹],,
UOAT,sehr helles a [a],,
UOSS,leicht verdumpftes a [ɑ̹],,
UPAW,leicht verdumpftes a [ɑ̹],,
UQJA,stark verdumpftes a [ɒ],,
UQKW,neutrales a [ɑ],,
URJL,leicht verdumpftes a [ɑ̹],,
USUU,stark verdumpftes a [ɒ],,
UUCL,leicht verdumpftes a [ɑ̹],,
UVIA,neutrales a [ɑ],,
UWMU,leicht verdumpftes a [ɑ̹],,
UWOZ,neutrales a [ɑ],,
UWSQ,neutrales a [ɑ],,
UXEI,stark verdumpftes a [ɒ],,
UZPN,stark verdumpftes a [ɒ],,
VATG,neutrales a [ɑ],,
VBQG,leicht verdumpftes a [ɑ̹],,
VCMZ,neutrales a [ɑ],,
VCZR,leicht verdumpftes a [ɑ̹],,
VEKJ,neutrales a [ɑ],,
VETL,sehr helles a [a],,
VFBX,neutrales a [ɑ],,
VFEX,leicht verdumpftes a [ɑ̹],,
VFKD,sehr helles a [a],,
VFLN,leicht verdumpftes a [ɑ̹],,
VGMD,leicht verdumpftes a [ɑ̹],,
VGXK,leicht verdumpftes a [ɑ̹],,
VHUA,neutrales a [ɑ],,
VIKF,neutrales a [ɑ],,
VITE,neutrales a [ɑ],,
VIVS,neutrales a [ɑ],,
VJUZ,leicht verdumpftes a [ɑ̹],,
VJVC,leicht verdumpftes a [ɑ̹],,
VJYT,stark verdumpftes a [ɒ],,
VLFD,leicht verdumpftes a [ɑ̹],,
VMPG,neutrales a [ɑ],,
VMXT,stark verdumpftes a [ɒ],,
VNQO,neutrales a [ɑ],,
VOVJ,leicht verdumpftes a [ɑ̹],,
VOXQ,sehr helles a [a],,
VOZO,neutrales a [ɑ],,
VPSN,stark verdumpftes a [ɒ],,
VQED,sehr helles a [a],,
VQVH,leicht verdumpftes a [ɑ̹],,
VRIT,neutrales a [ɑ],,
VRKE,leicht verdumpftes a [ɑ̹],,
VRSA,stark verdumpftes a [ɒ],,
VRST,sehr helles a [a],,
VSXG,neutrales a [ɑ],,
VTEA,stark verdumpftes a [ɒ],,
VUCU,stark verdumpftes a [ɒ],,
VUJO,stark verdumpftes a [ɒ],,
VUTP,stark verdumpftes a [ɒ],,
VUYF,neutrales a [ɑ],,
VVAO,leicht verdumpftes a [ɑ̹],,
VWOO,leicht verdumpftes a [ɑ̹],,
VXQH,sehr helles a [a],,
VYVF,neutrales a [ɑ],,
VZZC,leicht verdumpftes a [ɑ̹],,
WBHX,leicht verdumpftes a [ɑ̹],,
WCAR,stark verdumpftes a [ɒ],,
WCPR,neutrales a [ɑ],,
WCWE,leicht verdumpftes a [ɑ̹],,
WDZS,neutrales a [ɑ],,
WFDO,sehr helles a [a],,
WFQK,stark verdumpftes a [ɒ],,
WGFT,stark verdumpftes a [ɒ],,
WHVY,neutrales a [ɑ],,
WIAS,neutrales a [ɑ],,
WIWF,sehr helles a [a],,
WJHB,sehr helles a [a],,
WJWW,sehr helles a [a],,
WKBB,stark verdumpftes a [ɒ],,
WLOX,neutrales a [ɑ],,
WNIY,sehr helles a [a],,
WNMA,sehr helles a [a],,
WOZO,stark verdumpftes a [ɒ],,
WRWX,leicht verdumpftes a [ɑ̹],,
WSZF,leicht verdumpftes a [ɑ̹],,
WTEK,stark verdumpftes a [ɒ],,
WUCN,stark verdumpftes a [ɒ],,
WUEY,stark verdumpftes a [ɒ],,
WUQD,neutrales a [ɑ],,
WVLP,sehr helles a [a],,
WVTO,leicht verdumpftes a [ɑ̹],,
WYIV,leicht verdumpftes a [ɑ̹],,
XAEL,sehr helles a [a],,
XBSQ,stark verdumpftes a [ɒ],,
XCEL,stark verdumpftes a [ɒ],,
XCIM,sehr helles a [a],,
XDBM,leicht verdumpftes a [ɑ̹],,
XDIE,neutrales a [ɑ],,
XDYX,leicht verdumpftes a [ɑ̹],,
XEKM,stark verdumpftes a [ɒ],,
XEUG,leicht verdumpftes a [ɑ̹],,
XGAA,stark verdumpftes a [ɒ],,
XIOT,neutrales a [ɑ],,
XIUW,sehr helles a [a],,
XIWJ,leicht verdumpftes a [ɑ̹],,
XIXL,sehr helles a [a],,
XJVW,neutrales a [ɑ],,
XMFF,stark verdumpftes a [ɒ],,
XMXO,leicht verdumpftes a [ɑ̹],,
XMZW,stark verdumpftes a [ɒ],,
XNAU,leicht verdumpftes a [ɑ̹],,
XNEG,stark verdumpftes a [ɒ],,
XNJP,stark verdumpftes a [ɒ],,
XNVQ,leicht verdumpftes a [ɑ̹],,
XOHE,sehr helles a [a],,
XOIQ,leicht verdumpftes a [ɑ̹],,
XPCV,sehr helles a [a],,
XPMD,neutrales a [ɑ],,
XQGF,neutrales a [ɑ],,
XQYH,leicht verdumpftes a [ɑ̹],,
XRIV,leicht verdumpftes a [ɑ̹],,
XSVA,sehr helles a [a],,
XSXQ,stark verdumpftes a [ɒ],,
XTPT,leicht verdumpftes a [ɑ̹],,
XTSM,leicht verdumpftes a [ɑ̹],,
XUAK,neutrales a [ɑ],,
XVBP,neutrales a [ɑ],,
XVHT,neutrales a [ɑ],,
XVRH,leicht verdumpftes a [ɑ̹],,
XVTI,leicht verdumpftes a [ɑ̹],,
XVXT,leicht verdumpftes a [ɑ̹],,
XXCT,leicht verdumpftes a [ɑ̹],,
XYCB,stark verdumpftes a [ɒ],,
XYEE,leicht verdumpftes a [ɑ̹],,
XYEK,neutrales a [ɑ],,
XYMB,leicht verdumpftes a [ɑ̹],,
XZKG,sehr helles a [a],,
YBWQ,neutrales a [ɑ],,
YCXF,sehr helles a [a],,
YDIO,stark verdumpftes a [ɒ],,
YDPY,sehr helles a [a],,
YDQV,neutrales a [ɑ],,
YDSB,leicht verdumpftes a [ɑ̹],,
YECE,neutrales a [ɑ],,
YELS,stark verdumpftes a [ɒ],,
YFEF,neutrales a [ɑ],,
YFQM,neutrales a [ɑ],,
YFTY,leicht verdumpftes a [ɑ̹],,
YGDB,stark verdumpftes a [ɒ],,
YGDZ,stark verdumpftes a [ɒ],,
YGIV,neutrales a [ɑ],,
YGXH,leicht verdumpftes a [ɑ̹],,
YGYR,stark verdumpftes a [ɒ],,
YHSV,neutrales a [ɑ],,
YIIZ,neutrales a [ɑ],,
YIKI,sehr helles a [a],,
YIRI,leicht verdumpftes a [ɑ̹],,
YJHC,neutrales a [ɑ],,
YJSI,leicht verdumpftes a [ɑ̹],,
YKFP,leicht verdumpftes a [ɑ̹],,
YLOG,leicht verdumpftes a [ɑ̹],,
YLYK,sehr helles a [a],,
YMLU,sehr helles a [a],,
YMTU,sehr helles a [a],,
YNDU,sehr helles a [a],,
YOFQ,stark verdumpftes a [ɒ],,
YOGB,leicht verdumpftes a [ɑ̹],,
YPDC,leicht verdumpftes a [ɑ̹],,
YPWC,neutrales a [ɑ],,
YQIB,neutrales a [ɑ],,
YRCD,leicht verdumpftes a [ɑ̹],,
YRWJ,leicht verdumpftes a [ɑ̹],,
YRYC,sehr helles a [a],,
YUAF,leicht verdumpftes a [ɑ̹],,
YVTX,neutrales a [ɑ],,
YXMA,neutrales a [ɑ],,
YXRN,stark verdumpftes a [ɒ],,
YYYI,sehr helles a [a],,
YZVT,stark verdumpftes a [ɒ],,
YZZH,leicht verdumpftes a [ɑ̹],,
ZAAX,leicht verdumpftes a [ɑ̹],,
ZAHZ,stark verdumpftes a [ɒ],,
ZBAS,sehr helles a [a],,
ZCEZ,leicht verdumpftes a [ɑ̹],,
ZCNV,neutrales a [ɑ],,
ZCOU,neutrales a [ɑ],,
ZDGL,leicht verdumpftes a [ɑ̹],,
ZEWN,stark verdumpftes a [ɒ],,
ZFDB,neutrales a [ɑ],,
ZFMD,neutrales a [ɑ],,
ZFOJ,leicht verdumpftes a [ɑ̹],,
ZFWF,leicht verdumpftes a [ɑ̹],,
ZGBL,neutrales a [ɑ],,
ZGNM,stark verdumpftes a [ɒ],,
ZGQY,sehr helles a [a],,
ZGYT,leicht verdumpftes a [ɑ̹],,
ZHCJ,neutrales a [ɑ],,
ZHRR,sehr helles a [a],,
ZIOD,sehr helles a [a],,
ZISL,neutrales a [ɑ],,
ZJFT,neutrales a [ɑ],,
ZJOB,leicht verdumpftes a [ɑ̹],,
ZKCK,sehr helles a [a],,
ZKMF,neutrales a [ɑ],,
ZKZN,sehr helles a [a],,
ZLFM,leicht verdumpftes a [ɑ̹],,
ZLKX,neutrales a [ɑ],,
ZLZD,stark verdumpftes a [ɒ],,
ZMCX,stark verdumpftes a [ɒ],,
ZOLO,leicht verdumpftes a [ɑ̹],,
ZPCZ,leicht verdumpftes a [ɑ̹],,
ZPGU,stark verdumpftes a [ɒ],,
ZPMN,leicht verdumpftes a [ɑ̹],,
ZPWK,leicht verdumpftes a [ɑ̹],,
ZPWZ,neutrales a [ɑ],,
ZQMH,leicht verdumpftes a [ɑ̹],,
ZQTC,leicht verdumpftes a [ɑ̹],,
ZRRB,leicht verdumpftes a [ɑ̹],,
ZRWA,neutrales a [ɑ],,
ZSMF,leicht verdumpftes a [ɑ̹],,
ZTBJ,neutrales a [ɑ],,
ZTLY,leicht verdumpftes a [ɑ̹],,
ZUYN,sehr helles a [a],,
ZVDJ,leicht verdumpftes a [ɑ̹],,
ZVMY,neutrales a [ɑ],,
ZVYB,leicht verdumpftes a [ɑ̹],,
ZWLT,neutrales a [ɑ],,
ZXKI,neutrales a [ɑ],,
ZYHQ,neutrales a [ɑ],,
ZYKF,stark verdumpftes a [ɒ],,
ZZSM,sehr helles a [a],,
