UID,V1,V2,COMMENTS
YJSI,Güürbsi,,
YKFP,Gröitschi,,
YLOG,Bitschgi,,
YLYK,Bitzgi,,
YMLU,Bitschgi,,
YMTU,Bitzgi,,
YNDU,Bitzgi,,
YOFQ,Bätzi,,
YOGB,Bitschgi,,
YPDC,Bitzgi,,
YPWC,0_NA,,
YQIB,Gröibschi,,
YRCD,Bütschgi,,
YRWJ,Gige(r)tschi,,
YRYC,Bitschgi,,
YUAF,Bütschgi,,
YVTX,Gröibschi,,
YXMA,Bätzgi,,
YXRN,Bütschgi,,
YYYI,Bitzgi,,
YZVT,Bütschgi,,
YZZH,Gröibschi,,
ZAAX,Bütschgi,,
ZAHZ,Gütschi,,
ZBAS,Bütschgi,,
ZCEZ,Gige(r)tschi,,
ZCNV,Bitzgi,,
ZCOU,Güürbsi,,
ZDGL,SDATS_Gütschgi,,
ZEWN,SDATS_Buschi ,,
ZFDB,Giegi,,Giegi
ZFMD,Gige(r)tschi,,
ZFOJ,Bütschgi,,
ZFWF,Üürbsi,,
ZGBL,Gige(r)tschi,,
ZGNM,Bäck,,bäcku
ZGQY,Bitzgi,,
ZGYT,Gröitschi,,
ZHCJ,Gröibschi,,
ZHRR,Bitzgi,,
ZIOD,Bitzgi,,
ZISL,Gige(r)tschi,,
ZJFT,Gröibschi,,
ZJOB,Grübschi,,
ZKCK,Bitzgi,,
ZKMF,Gröibschi,,
ZKZN,Bitzgi,,
ZLFM,Gröibschi,,
ZLKX,Gröibschi,,
ZLZD,Bütschgi,,
ZMCX,Bätzi,,
ZOLO,Gröibschi,,
ZPCZ,Gröibschi,,
ZPGU,Bätzi,,
ZPMN,Bütschgi,,
ZPWK,Bütschgi,,
ZPWZ,SDATS_Gütschgi,,
ZQMH,Bitzgi,,
ZQTC,Grübschi,,Gribschi
ZRRB,Bütschgi,,
ZRWA,Gröitschi,,
ZSMF,Bätzi,,
ZTBJ,Gütschi,,
ZTLY,Güürbsi,,
ZUYN,Bitzgi,,
ZVDJ,Bitschgi,,
ZVMY,Üürbsi,,
ZVYB,Bütschgi,,
ZWLT,Bütschgi,,
ZXKI,Bütschgi,,
ZYHQ,Bütschgi,,
ZYKF,Bätzi,,
ZZSM,Bitschgi,,
