UID,V1,V2,COMMENTS
TSAA,härdöpfel,,
TSPB,härdöpfel,,
TTFI,härdöpfel,,
TTIS,gumel(i),,
TTOF,härdöpfel,,
TUEM,härdöpfel,,
TUNJ,härdöpfel,,
TUSD,härdöpfel,,
TUZA,hördöpfel,,
TVAU,härdöpfel,,
TVET,härdöpfel,,
TVKA,hördöpfel,,
TVYF,härdöpfel,,
TVZQ,härdöpfel,,
TWDN,gumel(i),,
TWOR,härdöpfel,,
TYCF,härdöpfel,,
TYEY,häärpfel,,
UAFK,härdöpfel,,
UBKB,härdöpfel,,
UCAX,häärpfel,,
UDTD,härdöpfel,,
UDXP,härdepfel,gumel(i),
UFAM,härdöpfel,,
UFDY,härdöpfel,,
UGBP,ärdöpfel,,ärdepfel
UGGO,ärdöpfel,,
UGYQ,härdöpfel,,
UHTS,härdöpfel,,
UICW,äärdli,,
UIHT,härdöpfel,,
UKEJ,härdöpfel,,
ULLP,härdöpfel,,
UMFL,härdöpfel,,
UNOI,härdöpfel,,
UOAT,häärpfel,,herpfl
UOSS,gumel(i),,
UPAW,härperu,,
UQJA,häärpfel,,häärpful
UQKW,häppere,härdöpfel,
URJL,härdepfel,,
USUU,gumel(i),,
UUCL,härdöpfel,,
UVIA,härdöpfel,,
UWMU,härdöpfel,,
UWOZ,härdöpfel,,
UWSQ,härdöpfel,,
UXEI,ärdöpfel,,
UZPN,gumel(i),,
VATG,härdöpfel,,
VBQG,härdöpfel,,
VCMZ,härdepfel,,
VCZR,hädöpfel,,
VEKJ,härdöpfel,,
VETL,härdöpfel,,
VFBX,hördöpfel,,
VFEX,härdöpfel,,
VFKD,härdöpfel,,
VFLN,hördöpfel,,
VGMD,härdöpfel,,
VGXK,häppere,,
VHUA,häppere,,
VIKF,härdöpfel,,
VITE,härdöpfel,,
VIVS,härdöpfel,,
VJUZ,härdepfel,,
VJVC,härdöpfel,,
VJYT,härdepfel,,
VLFD,härdöpfel,,
VMPG,SDATS_härdörpfel,,
VMXT,gumel(i),,
VNQO,härdöpfel,,
VOVJ,härdöpfel,,
VOXQ,hördöpfel,,
VOZO,härdöpfel,,
VPSN,häärpfel,,
VQED,äärdli,,
VQVH,härdepfel,,
VRIT,hördöpfel,,
VRKE,härdöpfel,,
VRSA,ärdöpfel,,
VRST,hädöpfel,,hädepfel
VSXG,häppere,,häppera
VTEA,gumel(i),,
VUCU,härdöpfel,,
VUJO,häärpfel,,
VUTP,härdöpfel,,
VUYF,härdepfel,,
VVAO,gumel(i),,
VWOO,härdöpfel,,
VXQH,hädöpfel,,hädepfel
VYVF,härdöpfel,,
VZZC,härdöpfel,,
WBHX,härdöpfel,,
WCAR,härdöpfel,,
WCPR,härdöpfel,,
WCWE,hördöpfel,,
WDZS,härdepfel,,
WFDO,härdöpfel,,
WFQK,härdöpfel,,
WGFT,häärpfel,,
WHVY,härdöpfel,,
WIAS,härdöpfel,,
WIWF,härdöpfel,,
WJHB,härdöpfel,,
WJWW,härdöpfel,,
WKBB,härdepfel,,
WLOX,häppere,,häppera
WNIY,härdepfel,,
WNMA,härdöpfel,,
WOZO,gumel(i),,
WRWX,hördöpfel,,
WSZF,hördöpfel,,
WTEK,härdöpfel,,
WUCN,häärpfel,,
WUEY,härdöpfel,,
WUQD,härdöpfel,,
WVLP,härdöpfel,,
WVTO,härdöpfel,,
WYIV,härdöpfel,,
XAEL,härdöpfel,,
XBSQ,häärpfel,,
XCEL,härdepfel,,
XCIM,härdöpfel,,
XDBM,härdöpfel,,
XDIE,härdepfel,,
XDYX,härdöpfel,,
XEKM,härdöpfel,,
XEUG,härdöpfel,,
XGAA,häärpfel,,
XIOT,hördöpfel,,
XIUW,härdöpfel,,
XIWJ,härdöpfel,,
XIXL,härdöpfel,,
XJVW,hördöpfel,,
XMFF,härperu,,härberu
XMXO,härdöpfel,,
XMZW,härdepfel,,
XNAU,härdöpfel,,
XNEG,hädöpfel,,
XNJP,härdöpfel,,
XNVQ,härdöpfel,,
XOHE,härdöpfel,,
XOIQ,härdöpfel,,
XPCV,härdepfel,,
XPMD,härdöpfel,,
XQGF,härdöpfel,,
XQYH,härdöpfel,,
XRIV,härdöpfel,,
XSVA,härdöpfel,,
XSXQ,härdöpfel,,
XTPT,hördöpfel,härperu,V2: härpere
XTSM,häppere,,häppera
XUAK,härdöpfel,,
XVBP,hädöpfel,,hädepfel
XVHT,härdöpfel,,
XVRH,härdöpfel,,
XVTI,härdöpfel,,
XVXT,härdepfel,,
XXCT,härdöpfel,,
XYCB,härdöpfel,,
XYEE,härdöpfel,häppere,häppere als 'älter' bezeichnet 
XYEK,härdöpfel,,häröpfu
XYMB,härdöpfel,,
XZKG,härdöpfel,,
YBWQ,härdöpfel,,
YCXF,härdöpfel,,
YDIO,härdöpfel,,
YDPY,ärdöpfel,,
YDQV,häppere,,häppera
YDSB,härperu,,hääperu
YECE,härdöpfel,,
YELS,härdepfel,,
YFEF,härdöpfel,,
YFQM,härdöpfel,,
YFTY,härdöpfel,,
YGDB,härdepfel,,
YGDZ,härdepfel,,
YGIV,härdöpfel,,
YGXH,härdöpfel,,
YGYR,härdepfel,,
YHSV,härdöpfel,,
YIIZ,härdöpfel,,
YIKI,härdöpfel,,
YIRI,härdöpfel,,
YJHC,härdöpfel,,
YJSI,härdöpfel,,
YKFP,häppere,,häppera
YLOG,härdöpfel,,Audio abgebrochen
YLYK,härdöpfel,,
YMLU,härdöpfel,,
YMTU,härdöpfel,,
YNDU,härdöpfel,,
YOFQ,härdöpfel,,
YOGB,härdöpfel,,
YPDC,härdöpfel,,
YPWC,häärpfel,,
YQIB,härdöpfel,,
YRCD,härdöpfel,,
YRWJ,hädöpfel,,
YRYC,härdöpfel,,
YUAF,hördöpfel,,
YVTX,härdöpfel,,
YXMA,härdöpfel,,
YXRN,härdöpfel,,
YYYI,hädöpfel,,hädepfel
YZVT,hädöpfel,,
YZZH,härdöpfel,,
ZAAX,härdöpfel,,
ZAHZ,härdöpfel,,
ZBAS,härdöpfel,,
ZCEZ,härdöpfel,,
ZCNV,härdöpfel,,
ZCOU,härdöpfel,,
ZDGL,härdöpfel,,
ZEWN,häärpfel,,
ZFDB,härdöpfel,,
ZFMD,härdöpfel,,
ZFOJ,härdöpfel,,
ZFWF,härdöpfel,,
ZGBL,härtöpfel,,
ZGNM,häärpfel,,
ZGQY,härdöpfel,,
ZGYT,härdöpfel,,
ZHCJ,härdöpfel,,
ZHRR,härdöpfel,,
ZIOD,härdöpfel,häppere,
ZISL,hädöpfel,,
ZJFT,härdöpfel,,
ZJOB,härdöpfel,,
ZKCK,härdöpfel,,
ZKMF,härdöpfel,,
ZKZN,ärdöpfel,,
ZLFM,härdöpfel,,
ZLKX,härdöpfel,,
ZLZD,gumel(i),,
ZMCX,häärpfel,,
ZOLO,härdöpfel,,
ZPCZ,härdöpfel,,
ZPGU,gumel(i),,
ZPMN,härdöpfel,,
ZPWK,härdöpfel,,
ZPWZ,härdöpfel,,
